id-NL1039307C2    abstract-
id-DE102012014632A1    abstract-Errichtung eines Wohnhauses, das vollkommen energieneutral ist. Das alles zu Kosten, wie diese auch bei der herkömmlichen Bauweise anfallen. Dies wird erreicht durch sinnvolle Kombination bereits bestehender Techniken. Insbesonders durch eintsprechende Gestaltung der Hüllflächen in der Qualität eines KFW 40-Hauses und einer evektiven Baugestaltung. Die erforderliche Restenergie wird zur Verfügung gestellt, durch eine konrollierte Wohnraumlüftung im Verbund mit einer Erdwärmepumpe die Ihre Energie wiederum aus einer Kollektorfläche, die unter der Fundamentplatte des Hauses verlegt wird, bezieht. Eigenen Strom, erzeugen durch ca 50 qm Kollektorfläche auf der Dachfläche. Stromspeicherung in Battarie überschüssigen Strom Einspeisung in Netz. Die kontrollierte Wohnraumlüftung wird gleichzeitig als Warmluftheizung mitkonstruiert und verwendet. Als Warmluftpuffer zur entsprechenden Zulufterwärmung wird ein Schacht mit ca 3 cbm Volumen eingebaut. In diesem Zusammenhang wird die Zuluft optimal aufbereitet. (z. B. Pollenfilter ectr.) Als Reserve für Stromgewinnung steht eine Garagenreihe, die durch eine Stahlbetonwand gleichzeitig als Schallschutz dient mit einer Voltaikfläche von 600 qm zur Verfügung (Ca 100 kWp). Der übroge Strom kann auch zum Auftanken von künftigen Elektrofahrzeugen verwendet werden.
id-KR101260895B1    abstract-본 발명은 실외로 배출되는 열의 회수가 가능한 구조를 가지고 실내의 온도조절의 효율성이 극대화되면서도 구조적으로 단순한 폐열회수 기능을 구비하는 냉난방 환기장치에 관한 것으로, 실내외를 연통하는 제1격실, 상기 제1격실 내부의 외측에 배치되고 실내로 유입되는 외기와 1차로 열교환하는 제1열교환기, 상기 제1열교환기의 내측에 배치되고 상기 제1열교환기를 통과한 외기와 2차로 열교환하는 제2열교환기로 이루어지는 외기열교환부 및 상기 제1격실과 병렬로 배치되고 실내외를 연통하는 제2격실, 상기 제2격실 내부의 내측에 배치되고 실외로 배출되는 내기와 1차로 열교환하는 제3열교환기, 상기 제3열교환기의 외측에 배치되고 상기 제3열교환기를 통과한 내기와 2차로 열교환하는 제4열교환기로 이루어지는 내기열교환부를 포함한다.
id-KR101220923B1    abstract-히트펌프형 공조기에 설치되어 겨울철 및 여름철에 히트펌프의 열교환 효율 및 공조 효율을 향상시킴과 동시에, 그 구조를 매우 컴펙트하고 다양한 시공 환경에 대응되게 설치 가능하도록 구현된 히트펌프형 공조기가 개시된다. 히트펌프형 공조기는 옥내에 설치되어 실내 공기와 열교환 되는 제1 열교환기를 구비하여 냉방 또는 난방을 선택적으로 수행하는 히트펌프형 공조기에 설치되는 것으로서, 상기 제1 열교환기 측으로 외기를 도입하기 위한 외기유입 덕트 및 상기 제1 열교환기 측에서 공기를 외부로 배출하기 위한 공조배기 덕트를 포함하고, 상기 공조배기 덕트 상에 설치되어 공조배기 덕트의 내부를 유동하는 배출 공기와 열교환 되는 제2 열교환기를 포함한다. 따라서, 여름철 이상 기온 또는 겨울철 혹한기에도 계절에 관계없이 안정된 냉난방의 공조 부하를 얻을 수 있고, 겨울철 혹한기에도 공조의 보조가열기인 전기히터를 사용하지 않고도 안정된 난방열량을 얻을 수 있으며, 여름철 이상기온에도 압축기의 이상 고압과 이상 과열 현상을 방지할 수 있다.
id-KR101259827B1    abstract-본 발명은 실내외의 공기를  환기하여 실내의 pH농도를 조절할 수 있는 pH조절기능을 구비하는 냉난방 환기장치에 관한 것으로, 외기와 내기가 상호 대향되는 방향으로 유입되어 혼합되는 혼합공간을 구비하는 혼합부, 상기 혼합공간과 연통되고 상기 혼합공간으로부터의 혼합공기가 실내측으로 유입되는 실내측열교환부, 상기 혼합공간과 연통되고 상기 혼합공간으로부터의 혼합공기가 실외측으로 배출되는 회수열교환부, 상기 실내측열교환부에 배치되고 실내측으로 유입되는 혼합공기와 열교환하는 실내측열교환기 및 상기 회수열교환부에 배치되고 실외측으로 배출되는 혼합공기와 열교환하는 실외측열교환기를 포함하여 이루어진다.
id-DK2893283T3    abstract-
id-US20140041833A1    abstract-A heat and moisture transfer system may include a flexible heat and moisture exchanger in fluid communication with an environment control unit and an enclosed space. The flexible heat and moisture exchanger may include at least one flexible water vapor-permeable membrane, and may be configured to pass air streams simultaneously in different directions in adjacent subchannels formed by the membrane.
id-KR101267928B1    abstract-본 발명의 일 실시예에 의하면, 건물의 내부에 설치되어 외부공기를 내부에 공급하고 내부공기를 외부에 배출하는 전열교환기는, 상기 건물의 내부에 설치되며, 상기 외부공기 및 상기 내부공기가 유입되어 상호 열교환이 이루어지는 하우징; 상기 하우징의 일측면에 설치되며, 개폐를 통해 상기 하우징의 내부로 유입되는 상기 외부공기의 이동을 조절하는 내측댐퍼; 상기 건물의 외벽에 설치되며, 개폐를 통해 상기 내측댐퍼로 이동하는 상기 외부공기의 이동을 조절하는 외측댐퍼; 그리고 상기 내측댐퍼와 상기 외측댐퍼를 연결하는 연결관을 포함한다.
id-KR101217605B1    abstract-본 발명은 유로 라인에 따른 유동적 설치가 용이한 발포 폴리프로필렌(EPP) 수지형 전열교환기에 관한 것이다. 이에 본 발명의 기술적 요지는 상,하 케이스로 2분할되는 전열교환기의 본체 또는/및 상기 본체에 취사 선택에 따라 결합되는 각종 연결구(덕트 연결용 플렌지관, 역풍 방지용 백 드래프트 댐퍼)와 가림판(폐쇄용 마감판)이 ABS 또는 EPP(Expanded Poly Propylene:발포 폴리프로필렌)재질의 수지로 사출 성형되도록 함으로써, 금속재를 이용한 종전의 전열교환기에 비해 소음 및 진동 발생이 획기적으로 감소됨은 물론 열교환시 발생되는 기화 및 액화 현상에 의해 본체가 부식(녹 발생 방지)되지 않도록 형성되고, 우수한 단열성에 의해 열교환 효율이 크게 개선되는 특징이 있다. 또한, 본 발명은 본체에 형성된 4-WAY 교차식 유로를 방향성에 따라 선택적이면서 유동적으로 설치할 수 있도록 형성되어 현장 맞춤이 용이함은 물론 작업성과 사용성이 편리한 특징이 있다.
id-KR20140020371A    abstract-본 발명은 외부 공기를 유입시키는 공기 통로를 구비하고, 이 통로의 공기층이 실내 벽체에 전달된 열과 열교환 후 실내로 유입되도록 함으로써 겨울철 에너지를 절감하고, 자연스럽게 환기 이루어지도록 하는 공기 통로를 갖는 벽체에 관한 것으로, 좌, 우측으로 구성된 단열재 사이에 외기가 유입되는 공기 통로가 마련되고, 이들 단열재의 외측면에는 내장재 및 외장재를 구비하되, 실외측 외장재의 상부에 형성된 유입공과 실내측 내장재의 하부에 통기공이 상기 공기 통로와 연결된 구성으로 이루어진다.
id-WO2014029164A1    abstract-一种一体化通风热交换模块墙体，包括框架、夹层保温板、气体热交换芯；墙体的内侧下部为排风端口（8），上部为新风端口（6）；墙体的外侧下部为新风输入端口（3），上部为排风输出端口（11）；墙体的外侧设置通风管道。还提供一种一体化通风热交换模块墙体的换气方法，利用竖井效应无能耗热交换实现户内下排风、上送风。该种墙体具有便于标准化生产、节约生产成本以及利于回收能量等优点。
id-WO2014020246A1    abstract-L'invention concerne un dispositif de ventilation mécanique centralisée à double flux d'un espace habitable fermé comprenant - un caisson purificateur d'air (1) contenant une entrée d'air extérieur (2) et une entrée d'air intérieur (3) et une sortie d'air intérieur (4) et une sortie d'air extérieur (5); un échangeur thermique (6); un système de filtration de l'air intérieur et extérieur (9); et un système de ventilation (10) comprenant un moteur: L'invention se caractérise en ce que le dispositif comprend en outre - une sonde tri-capteurs (8) positionnée à l'intérieur de l'espace habitable fermé et reliée au caisson purificateur d'air (1) afin de mesurer en temps réel la concentration en dioxyde d'azote (N02), en monoxyde de carbone (CO) et en composés organiques volatiles (COV) à l'intérieur de l'espace habitable fermé; - au moins une sonde extérieure N02 (12) positionnée au niveau d'une bouche d'entrée d'air extérieur (20) dans l'espace habitable fermé et reliée au caisson purificateur d'air (1) afin de mesurer en temps réel la concentration en N02 à l'extérieur de l'espace habitable fermé; et - un système automatisé d'ouverture / fermeture de deux clapets (15, 16) positionnés respectivement au niveau de l'entrée (20) et de la sortie (50) d'air extérieur du caisson purificateur d'air (1) dont le seuil de déclenchement est fonction de la qualité d'air intérieur et extérieur mesurée par la sonde tri-capteurs intérieure (8) et la sonde extérieure (12). L'invention concerne également un procédé pour purifier de façon automatisée l'air ambiant d'un espace habitable fermé en contrôlant la qualité de l'air intérieur et extérieur au moyen d'un dispositif selon l'invention.
id-KR20140023709A    abstract-본 발명은 열교환 기능을 갖는 이중창호 장치에 관한 것으로서, 더욱 상세하게는 난방부하 저감 및 환기 성능을 향상시킬 수 있는 열교환 기능을 갖는 이중창호 장치에 관한 것이며, 이를 위하여 실외 공간과 마주하는 외부창; 실내 공간과 마주하는 내부창; 외부창 및 내부창 사이에 형성되는 공간부; 외부창 상·하부에 형성되어 외기가 출입되는 상·하부 외기 출입구; 내부창 상·하부에 형성되어 내기가 출입되는 상·하부 내기 출입구; 및 외부창 및 내부창 사이의 공간부 상부에 설치되는 팬 구동수단;을 포함하는 열교환 기능을 갖는 이중창호 장치를 제공한다.
id-DE202012103044U1    abstract-Dezentrale Luftaustauschvorrichtung (1, 1') für ein Gebäude, die – ein Gehäuse (3) mit – einem inneren Bereich (100), der mit einem Außenluftbereich (110) in Verbindung steht und mit einer – Luftleitkammer (200), die mit einem Innenbereich (210) des Gebäudes in Verbindung steht, aufweist, und die ferner – eine Unterdruckausgleichsvorrichtung (50, 50') zwischen dem inneren Bereich (100) und der Luftleitkammer (200) aufweist, wobei die Unterdruckausgleichsvorrichtung (50, 50') ein Membranventil (51) aufweist, das bei Vorliegen eines Unterdrucks im Innenluftbereich (210) gegenüber dem Außenluftbereich (110) selbsttätig von einer Schließstellung (58) in eine Offenstellung (59) übergeht.
id-FR2994473A1    abstract-L'invention concerne un système de ventilation à récupération de chaleur, du type comportant : - au moins un premier moyen d'aspiration (31) prévu pour aspirer l'air chaud et vicié d'un local, - au moins un second moyen d'aspiration (32) prévu pour aspirer de l'air neuf et pour refouler cet air neuf dans ledit local, - au moins un échangeur de calories (20) prévu pour échanger des calories entre ledit air chaud et ledit air neuf, caractérisé en ce qu'il comporte au moins un premier moyen de filtration (40) dudit air vicié, comportant un premier média filtrant, et au moins un second moyen de filtration (60), comportant un second média filtrant (62), situés en amont dudit échangeur de calories, ledit premier moyen de filtration (40) étant situé en amont dudit second moyen de filtration (60), ledit second média filtrant (62) étant prévu pour arrêter des particules plus fines que celles dudit premier média filtrant.
id-US20140041830A1    abstract-Systems, apparatus and methods that may be used to integrate a heat and moisture exchange system with the heating, ventilation and air conditioning system of a building or other enclosed space, without requiring installation within the walls or other structural portions of the building.
id-KR20140025212A    abstract-본 발명은 에코 마스터 환기시스템에 관한 것으로, 더욱 세부적으로는 실내 천장에 매립되어 실내공기 순환 및 실외 공기 순환시 전기집진기와 산소발생기 및 U.V 램프를 사용하여 공기를 살균시켜 실내공기 청정화 및 실내청정조건을 유지하기 위한 에코 마스터 환기시스템에 관한 것으로서, 제1 공기유입구로 공기가 유입되어 감지센서 및 제1 댐퍼를 통과하는 구조로 이루어져 있는 실내공기유입부와 상기 실내공기유입부를 상부에 제2 댐퍼와 전기집진기와 산소발생기와 U.V 램프 및 제2 공기유입구로 이루어져 있는 실외공기유입부와 상기 실외공기유입부 좌측에 배기팬과 공기배출구로 이루어져 있는 실내공기배출부와 상기 실내공기배출구 하단에 급기팬과 전기히터와 온도감지센서 및 공기급기구로 이루어져 있는 실내공기급기부로 구성되어 있어, 본 발명은 실내의 공기를 순환시키며, 실외에서 들어오는 공기를 전기집진기와 산소발생기 및 U.V 램프로 살균시켜 실내청정조건을 유지하며, 실외에서 공기 유입시 온도감지센서에 의해 온도를 측정하여 실내의 공기와 유사한 온도로 가열 후 급기하여 열 쾌적도를 극대화하고, 각 구성품의 상단부에 뚜껑을 만들어 유지보수가 용이하고, 감지센서로 인해 실내조건에 따른 선택적 공기유입이 가능한 효과가 있다.
id-KR20140001099U    abstract-본 고안은 도장셀터의 내부를 건조 및 환기시키기 위한 장치로서, 공기를 가열하여 도장셀터의 내부로 공급하는 가스히터와; 상기 가스히터에 의해 도장셀터의 내부로 공급된 공기를 회수하여 외부공기와의 열교환을 거친 후 가스히터로 공급하는 열회수 환기장치를 포함하여 이루어진 것을 특징으로 한다. 본 고안에 따르면, 열회수 환기장치를 통해 도장셀터의 내부 오염된 공기의 열을 회수하여 외부의 신선한 공기와 열교환시킴과 동시에 오염된 공기를 외부로 배출하고, 또한 열교환된 신선한 공기를 가스히터를 통해 승온시킨 후 도장셀터 내부로 공급함으로써 외부의 신선한 공기와 열회수 환기장치에서 회수되어 가스히터에 공급되는 공기의 온도차에 해당하는 열량만큼 가스 소비량을 절감할 수 있을 뿐만 아니라 환기로 인해 화재, 폭발 등의 안전 문제가 해결되고 작업환경이 개선되며 도장 건조 시간이 단축되는 효과가 있다.
id-KR101256637B1    abstract-본 발명은 패키지 타입 히트펌프식 냉난방 장치에 관한 것으로, 히트펌프 사이클과 축열탱크를 하나의 캐비넷에 수납하여 패지지화 함으로써 취급(보관, 운반, 설치)이 용이하도록 함을 목적으로 한다. 본 발명에 의한 패키지 타입 히트펌프식 냉난방 장치는, 압축기, 제1,2열교환기, 팽창변을 포함하는 히트펌프 사이클(20)과; 상기 히트펌프 사이클의 제1 또는 제2열교환기와 열교환하여 축열하는 축열탱크(30)와; 상기 히트펌프 사이클과 축열탱크가 수납되는 캐비넷(10)을 포함하고, 상기 캐비넷은, 캐비넷 본체, 상기 캐비넷 본체에 횡방향 또는 종방향으로 형성되어 상기 캐비넷 본체의 내부를 상기 히트펌프 사이클이 수납되는 히트펌프실(11)과 상기 축열탱크가 수납되는 축열실(12)로 구획하는 격벽(14), 상기 히트펌프실과 축열실을 개폐하는 도어를 포함하는 것을 특징으로 한다.
id-US10208979B2    abstract-An apparatus includes a core configured for use in an energy exchanger. The core includes a plurality of stacked and spaced planar plate pairs including a top plate and a bottom plate to support fluid flow of a first fluid flow and a second fluid flow. A plurality of dimples is provided by instances of the plate pairs. The plurality of dimples are arranged to generate substantially counter current flow between the first fluid flow and the second fluid flow.
id-US20140083648A1    abstract-A Dedicated Outdoor Air System (DOAS) includes a heater configured to be disposed within a supply air flow path, at least one pre-heater configured to be upstream from the heat exchanger within one or both of the supply and exhaust air flow paths, and a heat transfer device operatively connected to the heater and the pre-heater. The heat transfer device is configured to receive flue gas from the heater and transfer heat from the flue gas to liquid within the heat transfer device. The liquid is configured to be channeled to the pre-heater so that heat is transferred from the liquid to supply air within the supply air flow path.
id-US9921010B2    abstract-Partitioning member ( 1 ) for total heat exchange element includes porous base material ( 2 ), and porous base material ( 2 ) is filled with hydrophilic polymer compound ( 3 ) at a surface and an inside thereof. Hydrophilic polymer compound ( 3 ) is formed by polymerizing a low-molecular-weight organic compound having a quaternary ammonium group and an amide group, and represented by chemical formula (1):                                                                                                                   wherein A is a linear or branched alkylene group having 1 to 10 carbon atoms; R1, R2 and R3 are linear or branched alkyl groups each independently having 1 to 8 carbon atoms; and Y has a polymerizable functional group, and is polymerized to form a main chain of the hydrophilic polymer compound.
id-US20150253024A1    abstract-A controller includes an acquiring section and a determining section. The acquiring section acquires information outdoor temperature, target space temperature in the target space, and set temperature of the air conditioner. The determining section determines that the outdoor air introducing operation is to be performed when the air conditioner consumed energy reduction amount is greater than the ventilation apparatus consumed energy amount in a case where the outdoor temperature, the target space temperature, and the set temperature satisfy predetermined conditions. The controller preferably includes a calculating section which calculates an air conditioner consumed power reduction amount and a ventilation apparatus consumed power amount which is consumed by the ventilation apparatus in a case where outdoor air cooling or outdoor air heating is performed.
id-WO2014050072A1    abstract-給気風路（２８）および排気風路（２９）が設けられた熱交換気装置（１）は、受光部と発光部とを有し光の反射により浮遊粒子を検知する埃センサ（８ａ、８ｂ）と、センサ格納部（９ａ、９ｂ）と、を備えている。センサ格納部（９ａ、９ｂ）は給気風路（２８）と排気風路（２９）とに面して設けられるとともに、給気風路（２８）および排気風路（２９）との境界に開閉するシャッター（１０ａ、１０ｂ）を備えている。
id-EP2706305A1    abstract-The present invention relates to a heat recovery unit for controlled mechanical ventilation systems formed by a casing (1) internally housing a heat exchanger and having at the ends openings (9) between which two circulation circuits for the circulation of airflows are established which are connected to but not mixed with one another in the heat exchanger, in each of the openings (9) the casing (1) having housings (8) which open to the exterior, where air cleaning filters can be inserted and removed, allowing selectively determining the openings (9) intended for acting as the inlets of the inner circulation circuits for the circulation of airflows passing through the heat exchanger.
id-KR101227186B1    abstract-본 발명은 전면 하부흡입, 상부토출 구조를 가지는 스탠드형 열회수 환기장치에 관한 것으로서, 보다 상세하게는 스탠드형으로 환기장치를 구성하되, 내부에 복수개의 열교환 부재를 상호간 동일한 기능의 면끼리 연통되도록 케이스 내부를 효율적으로 구획하여, 오염된 실내공기를 신선한 실외공기로 환기시키되, 환기시 복수개의 열교환 부재를 통해 더욱 효율적인 상호간의 열교환이 발생하여 열손실을 최대한 감소시킬 수 있도록 함으로써, 냉, 난방 비용의 절감 또한 절감이 가능한, 전면 하부흡입, 상부토출 구조를 가지는 스탠드형 열회수 환기장치에 관한 것이다.
id-KR101214892B1    abstract-본 발명은 냉각식 제습 운전을 통해 실내를 냉방시키면서 실내 공기 중의 불순물과 습기를 제거할 수 있도록 하는 항온 청정 제습 장치에 관한 것으로, 냉매를 이용한 공기와의 열교환을 통해 공기를 냉각시키면서 공기 중의 습기를 응축하여 공기를 제습하는 제1열교환기와; 상기 제1열교환기로 흡입되는 공기 중 유해한 공기를 살균 및 정화하는 헤파 필터(HEPA Filter)와; 상기 제1열교환기로부터 배출되는 냉매를 압축하는 압축기와; 상기 압축기로부터 배출되는 냉매를 이용한 공기와의 열교환을 통해 냉매를 응축시키면서 공기의 온도를 상승시키고, 응축된 냉매를 상기 제1열교환기로 전달하는 제2열교환기 및 제3열교환기와; 실내 공기를 흡입하고 그 흡입된 실내 공기가 상기 제1열교환기 및 상기 제2열교환기를 차례로 통과하여 다시 실내로 유입되도록 풍력을 발생하는 블로워(Blower)와; 상기 압축기로부터 배출되어 상기 제2열교환기 및 상기 제3열교환기로 유동하는 냉매의 유량을 조절하는 제어기를 포함하여 이루어짐으로써, 전열기기를 갖출 필요가 없어 전력 소모를 최소화하여 제습 기능을 수행할 수 있으며, 이와 더불어 별도의 냉방 장치 설치 없이도 실내를 냉방시킬 수 있는 효과가 있다.
id-DE102012018666A1    abstract-Die vorliegende Erfindung betrifft eine Vorrichtung zum Luftaustausch in Räumen von Gebäuden (1), insbesondere Wohnräumen, mit mindestens einem Abluftgebläse (2), mit dem verbrauchte Raumluft aus den Räumen des Gebäudes (1) abgezogen und als Fortluft nach außen geblasen wird, mit mindestens einem Zuluftgebläse (5), mit dem Außenluft angesaugt und als Zuluft (7) in die Räume des Gebäudes (1) eingebracht wird, und mit einer elektronischen Regelung (8) zur Regelung des Fördervolumens des Abluftgebläses (2) und/oder des Zuluftgebläses (5). Diese zeichnet sich dadurch aus, dass mindestens ein Außen-Luftdruck-Sensor (9) zur Messung des Außen-Luftdruckes und mindestens ein Innen-Luftdruck-Sensor (10) zur Messung des Luftdruckes in dem Gebäude (1) vorgesehen, evtl. unmittelbar als Differenzdrucksensor ausgeführt, und an die Regelung (8) angeschlossen sind und dass die Regelung (8) so ausgelegt ist, dass das Fördervolumen des Abluftgebläses (2) und/oder das Fördervolumen des Zuluftgebläses (5) und/oder Strömungsquerschnitte in der Abluftleitung (3) und/oder der Zuluftleitung (6) so geregelt wird oder werden, dass der Innen-Luftdruck im Gebäude (1) im Wesentlichen gleich dem Außen-Luftdruck ist.
id-WO2014050053A1    abstract-熱交換形換気装置（１）は外気吸込口（２）と、室内空気排気口と、外気給気口（４）と、室内空気吸込口（５）と、を有し、本体（１ａ）の内部に給気送風経路（６）と、排気送風経路（７）と、ファンモータ部（４３）と、熱交換素子部（１１）とが配置されている。そして熱交換形換気装置（１）は、ファンモータ部（４３）と熱交換素子部（１１）とを保持する内装ケース（１２）と、内装ケース（１２）の外側を覆う外装ケース（１３）とを有する。
id-DE102012017938A1    abstract-Die Erfindung betrifft eine Vorrichtung zum Klimatisieren einer Schwimmhalle mit mindestens einem Luft/Luft-Wärmeübertrager, durch den der Wärmeinhalt der der Schwimmhalle entnommenen Abluft auf die der Schwimmhalle zugeführten Außenluft übertragen wird, wobei von dem Abluftstrom vor dem Luft/Luft-Wärmeübertrager ein Abluft-Bypass abzweigt, der in der Abluft hinter dem Luft/Luft-Wärmeübertrager oder im kalten Teil des Luft/Luft-Wärmeübertrager mündet und der einen Luft/Wasser oder Luft/Luft-Wärmeübertrager durchströmt, durch den ein Fluid zu seiner Erwärmung strömt, dessen Wärmeinhalt innerhalb oder außerhalb der Schwimmhalle verwendet wird.
id-FR2995064A1    abstract-Dispositif de ventilation d'une construction du type positionnable sous toiture (1), à travers un plafond (2) de ladite construction et se présentant sous forme d'un caisson (3) muni au moins d'orifices d'entrée et de sortie d'air, d'un échangeur (10) de chaleur à double flux de façon à former deux trajets (11 ; 12) d'écoulement d'air à l'intérieur du caisson (3), reliant respectivement un orifice (6 ; 8) d'entrée et un orifice (7 ; 9) de sortie du caisson (3), et de moyens (13 ; 14) de circulation forcée d'air disposés sur les trajets (11 ; 12) d'écoulement d'air. Le caisson (3) est compartimenté pour délimiter une enceinte ouverte en façade (4) du caisson (3) et à l'intérieur de laquelle l'échangeur (10) de chaleur est logé de manière amovible, une chambre surmontant l'enceinte et munie d'une ouverture, obturable par une trappe (18) disposée en façade (4) du caisson (3), chambre et enceinte formant une colonne (19) d'extraction d'air dont la base (20) est munie de l'orifice (6) d'entrée d'air et le sommet de l'orifice (7) de sortie d'air du trajet d'écoulement d'air dit vicié qui passe par l'enceinte et ladite chambre, l'orifice (6) d'entrée d'air ménagé à la base (20) de la colonne (9) étant décentré par rapport à ladite base (20) et présentant l'un de ses bords disposé dans le prolongement de la face du caisson (3) opposée à la façade (4) dudit caisson (3).
id-FR2995387A1    abstract-L'invention concerne un caisson (4) pour un groupe (2) de ventilation mécanique contrôlée à double flux d'un local comportant : - une face antérieure, une face postérieure et au moins une face de liaison ; - une bouche d'admission d'air neuf (18, une bouche d'insufflation d'air neuf (20), une bouche d'admission d'air vicié (22) et une bouche de rejet d'air vicié (24) débouchant dans ladite au moins une face de liaison ; - un circuit d'air neuf et un circuit d'air vicié ; - un premier logement traversé par les circuits d'air neuf et d'air vicié (28), prévu pour accueillir un échangeur thermique; dans lequel la portion amont du circuit d'air neuf et la portion amont du circuit d'air vicié sont accolées et séparées par une paroi prévue pour permettre un échange thermique entre l'air vicié et l'air neuf par conduction.
id-FR2995065A1    abstract-Installation de ventilation, notamment de bâtiment d'élevage comprenant un caisson (1) équipé d'entrées (2, 3, 4) et de sorties (5 ; 6) d'air positionnables à l'intérieur ou à l'extérieur de la zone (16) à ventiler, un échangeur (7) de chaleur et des moyens de circulation d'air à travers ledit caisson (1), lesdits moyens de circulation d'air comprenant des premiers moyens (9) de circulation forcée d'air à travers un premier circuit (10) d'alimentation en air, de la zone (16) à ventiler, passant par l'échangeur (7) de chaleur, des deuxièmes moyens de circulation forcée d'air à travers un deuxième circuit (12), dit d'extraction d'air de la zone (16) à ventiler, passant par l'échangeur (7) de chaleur, et un troisième circuit (13) de recyclage d'air, s'étendant entre une entrée (3) d'air intérieure du caisson et une sortie (18) d'air débouchant dans le premier circuit (10), ce troisième circuit (13) étant équipé, dans sa zone de raccordement au premier circuit (10), d'un mitigeur (14) aéraulique comprenant un volet déplaçable à pivotement par un dispositif de type vis/écrou.
id-RU2657223C2    abstract-Изобретение относится к способу регулирования объемного потока увлажняющей жидкости при адиабатном охлаждении. Упомянутый способ реализуется устройством, содержащим поверхность испарения, которая выполнена с возможностью увлажнения с помощью предоставляемой увлажняющим приспособлением увлажняющей жидкости и которая при адиабатном охлаждении и/или увлажнении может обмениваться теплом с подлежащим охлаждению и/или увлажнению воздухом, при этом подлежащий охлаждению и/или увлажнению воздух проходит поперек направления течения увлажняющей жидкости по поверхности испарения. Для регулирования объемного потока увлажняющей жидкости предусмотрены два температурных датчика, которые расположены в двух различных положениях в направлении потока увлажняющей жидкости параллельно поверхности испарения и относительно направления потока подлежащего охлаждению воздуха после поверхности испарения. Это позволяет повысить эффективность регулирования объемного потока увлажняющей жидкости при адиабатном охлаждении с помощью простых средств. 2 н. и 13 з.п. ф-лы, 5 ил.
id-DE202012009444U1    abstract-dezentrales System aus der Kombination eines Heatpipes mit Leitblechen und Lüftern in einem Gehäuse zur Be- und Entlüftung von Räumen mit Wärmerückgewinnung
id-KR101330199B1    abstract-본 발명은 연료전지 폐열을 활용한 건물용 연료전지 냉난방구조에 대한 것으로서, 더욱 상세하게는 다수의 독립공간이 수직으로 배열되는 건물에 설치되어 연료전지에 의하여 발생한 열기를 이용하여 각각의 독립공간에서의 냉난방을 수행하게 하는 건물용 연료전지 냉난방 구조로서, 상기 연료전지에 의하여 생성된 고온의 열기가 통과하는 관로; 상기 관로 상에 위치하되 다수의 독립공간 중 적어도 일부에 각각 설치되며, 상기 연료전지에 의하여 발생한 열기를 이용하여 독립공간 내의 냉난방을 수행하기 위하여 각각의 독립공간 중 적어도 일부에 배치된 히트펌프와 연결되는 다수의 히트펌프용 열교환기; 및 상기 관로 상에 위치하되 다수의 독립공간 중 적어도 일부에 각각 설치되며 상기 연료전지에 의하여 발생한 열기를 이용하여 독립공간 내에 온수를 제공하기 하기 위한 다수의 온수용 열교환기를 포함한다.
id-US9841208B2    abstract-A heat and energy recovery ventilation unit for a building, having an inside and an outside. The unit including a main body having a fresh air inlet and an indoor air outlet on one side and a fresh air outlet and an indoor air inlet on the other side and having an air to air heat exchanger within the main body and connected to each of said inlets and outlets to define respective air flow passageways for each of said indoor air and said fresh air, the heat exchanger permitting heat and energy exchange between said indoor air and said fresh air. Also included is a first variable speed blower and a second variable speed blower and at least one electronic air flow sensor to measure at least one of the air flows the air flow sensor producing at least one electronic signal related to the sensed air flow. Also included is a controller for receiving the data signal, the controller using the data signal to control at least one of the variable speed blowers to provide a balanced fresh air inflow and indoor air outflow through the ventilation unit. A method of operating the unit is also disclosed.
id-GB2507266A    abstract-A ventilation system for a building comprises at least an outflow duct 32 for directing air out of the building, a ventilation promotion device 30 having a solar energy collector 36 receiving solar energy, a heat directing element 37 directing thermal energy from the collector to a convection promotion element 38. The convection promotion element extends within the outflow duct and uses the thermal energy received to promote air flow (convection) through the ventilation system. The convection promotion element may be an elongate structure and may include a heat transfer accelerator 42 comprising of fins, conductive coatings, textures, spikes, spokes or protrusions to assist in transferring heat. The convection promotion element may include a heat storage material 41 such as a phase change material (PCM). The wall of the outflow duct may be insulated. The collector may be dome shaped and comprise a lens (46, fig 4) covered by a transparent glass cover (47). The heat directing element may be heat pipe (60, fig 6) with an evaporation end (71, fig 7) mounted in the dome. The system may comprise an inflow duct 33 for fresh air which may be heated by heat exchanger 35.
id-DE202012012919U1    abstract-Wärmetauscher nach dem Gegenstromprinzip mit parallelen Strömungskanälen, der im Wesentlichen durch übereinander vorgesehene Schichten aus profilierten Platten gebildet ist, dadurch gekennzeichnet, dass die Schichten (1) aus jeweils zwei der profilierten Platten (2) bestehen, die zueinander spiegelbildlich angeordnet sind.
id-EP2719967B1    abstract-
id-CN103712298B    abstract-本发明涉及一种对向半导体制造设备的无尘室供给的空气进行过滤并对温度和湿度进行控制的空调装置，特别是涉及一种用于精密控制废热利用高效率无尘室恒温恒湿器的空调装置，其回收从现有的空调系统排放至大气的废热，无需供给相当于该废热能量的另外的能量而调节湿度，将废热再利用线圈及冷凝线圈以分级（STEP）划分为多段，以根据室内负荷或外气负荷的变动而改变蒸发器的除湿负荷，从而能够有效地精密控制冷凝器中发热的热量变化。
